Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2)
0.00942991666670423,-0.6423881216347218,0.14627036534249782,-0.28426823616027835,0.7175416006647208
0.01938591666839784,-0.7613875848054886,0.17703366324305536,-0.4153049236536026,0.8851723853736714
0.029342916670429986,-0.9074625800549985,0.29050743453204636,-0.5812202525138855,1.1161092624159925
0.039298916672123596,-0.9189655150473118,0.34893222860991957,-0.721846958398819,1.2195549800474281
0.04925491666654125,-0.8481814612448216,0.3175934915989638,-0.7840081232786179,1.197892380171225
0.05921091666823486,-0.7128219272196293,0.22434015948325398,-0.7714447957277298,1.0740440772787108
0.069167916670267,-0.6880050283670426,0.13921010825783015,-0.6071579164266586,0.9281008074444571
0.07912391667196061,-0.7480423383414746,0.21642922388389707,-0.3060847824811936,0.8367178992760503
0.08907991666637827,-0.548929004073143,0.10579997682943941,-0.494410150051117,0.7462962435142031
0.09903691666841041,-0.16897605389356615,0.1366657289117575,-0.7044245946407318,0.7371868404842715
0.10899291667010402,0.1817930044233799,0.2842420150525868,-0.6434083145856858,0.7265097926775845
0.11894891667179763,0.2777003511786461,0.09700004518032075,-0.7232064360380173,0.7807394206369616
0.12890491667349124,0.017747176587581636,0.1676444053463638,-0.08382042109966278,0.1882696786901479
0.13886191666824743,-0.045364160835742955,0.26713008362799884,0.32272069573402407,0.4213846652673604
0.14881791666994104,0.11607775568962098,0.16447227258235217,0.49586786091327667,0.5351729713850014
0.15877391667163465,-0.12122871413826942,0.08676436627283693,0.6674754542112351,0.6839210030119267
0.16873091666639084,-0.5481790986657142,0.3239461259543896,0.6052061158418656,0.8784735962948516
0.17868691666808445,-0.4177838507294655,0.3173185262829065,0.9668967497348786,1.100056233881054
0.18864291666977806,-0.22121595561504365,0.3087132886424661,0.5096719676256181,0.6356145909169272
0.19859891667147167,-0.15669222325086593,0.29862556256353856,-0.20471160471439362,0.39450794738310563
0.20855591667350382,-0.08590232223272325,-0.04738644777797163,-0.8375510770082474,0.8432772325846727
0.21851191666792147,0.3525547979772091,-0.4370581007748843,-1.359168906211853,1.4705967444010015
0.22846791666961508,0.9335689361393452,-0.7922357404232026,-1.5520492547750473,1.976877668490397
0.2384239166713087,1.3929906633496285,-0.9904190750420094,-1.4665764105319978,2.252154368669081
0.24838091667334083,1.5164041896164417,-0.9752220153808594,-0.8947929793596268,2.012757839751489
0.2583369166677585,1.5343343840539456,-0.9395279067009688,-0.16150126576423646,1.8063713207432064
0.2682929166694521,1.5277645987272264,-0.8666943307220937,0.7534640228748322,1.911264441618874
0.27824991667148424,1.357516336888075,-0.48123246286064386,1.4451779401302338,2.040336875829088
0.28820591667317785,0.8331124556064606,-0.08029084073379636,1.3695553153753282,1.6050559942460516
0.2981619166675955,0.45025022327899933,0.545432880744338,1.0454985308647156,1.2622557066617424
0.3081179166692891,-0.004136905074119568,0.6292375874519348,0.5498084253072739,0.8356113689896684
0.31807491667132126,-0.6849764630198479,0.5872985428199172,-0.7819773852825165,1.1939853283783937
0.32803091667301487,-0.742065314501524,0.4072911318764091,-0.8733845686912537,1.2162843425447107
0.3379869166674325,-1.584050627499819,0.28623706676065924,-0.19382408916950228,1.6213314980017823
0.34794391666946467,-2.7863412228226663,1.1004074672609567,0.09613465726375581,2.997304768676653
0.3578999166711583,-2.404291753470898,2.174602597653866,0.024161279797554017,3.2419282936197957
0.3678559166728519,-1.9495980848371983,1.970397946536541,1.0803660625219345,2.9749943847283875
0.37781191666726954,-1.6446212035417558,1.5967235903441908,0.33308254659175873,2.316300738234314
0.3877689166693017,-1.7601659855246545,1.52626493409276,-0.35850390136241916,2.357158033083745
0.3977249166709953,-1.3538597805798054,1.0878176079690456,-0.5002655518054963,1.807359697459903
0.4076809166726889,-0.23053846389055252,0.5545926536992193,-0.4793886530399323,0.7684624099678515
0.41763691666710656,0.7607136932015419,-0.06282610293477774,-0.9228245311975479,1.1975965754853657
0.4275939166691387,0.7808845406770707,-0.5510129882767797,-2.175493420958519,2.3761665774418987
0.4375499166708323,0.7623829270899296,-0.8956063270568848,-3.0561998730897906,3.2747054958967814
0.4475059166725259,0.9905708102881909,-0.8091463266313076,-3.296591772437096,3.5360239849576662
0.4574629166672821,1.4561293365061283,-0.4105257384851575,-2.8561069840192794,3.2320567957194477
0.4674189166689757,1.312461201399565,-0.8483306383341551,-2.300944263339043,2.7814679182238424
0.47737491667066934,0.8367836299538612,-0.8867896760255098,-1.1564278131723404,1.6804547182065783
0.48733091667236295,0.34021848857402803,-0.482890769764781,-0.15104585945606233,0.6097105601434498
0.49728791666711913,-0.49451656937599187,0.2540153270959854,0.4695817029476166,0.7277206878537013
