Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2)
4.08156875,3.79450265,4.872472816,-1.795339034,6.431367192
4.09152475,3.652087866,4.355359097,-1.932341636,6.003402606
4.10148175,2.581797141,5.310613748,-1.158745649,6.017556509
4.11143775,1.132736942,7.619177518,1.285143156,7.809388707
4.12139375,-0.234235951,9.902656149,3.293696816,10.43867348
4.13134975,-0.87915884,11.01227875,3.484642906,11.5838655
4.14130575,-1.4758805,10.11937969,3.320294631,10.75194982
4.15126175,-2.001285717,9.204891533,2.845263907,9.84025911
4.16121875,-1.641951511,8.256278442,0.713850891,8.448178594
4.17117475,-1.030218295,8.349045103,-2.827763776,8.874917004
4.18113075,-0.240843012,8.544414026,-5.835142906,10.34958497
4.19108675,0.145470466,7.982716457,-7.700849088,11.09270032
4.20104275,-0.632093879,7.474520912,-7.62427746,10.69568195
4.21099975,-2.605683017,6.829092969,-5.128046134,8.928771019
4.22095575,-5.238549154,5.624803357,-1.001426897,7.75136542
4.23091175,-7.041003081,5.948892301,3.140872234,9.738075907
4.24086775,-6.569732117,7.492959521,6.221155034,11.74770584
4.25082375,-4.269264987,8.621496116,9.152643152,13.27884391
4.26077975,-3.630971231,5.30393155,1.954172215,6.718216357
4.27073675,-3.102822062,3.331222199,-0.573529994,4.58840743
4.28069275,-0.708607547,1.09942572,-0.211175117,1.324936413
4.29064875,-0.680956429,-1.358126055,-1.982889061,2.498010622
4.30060475,-1.374067173,-3.063757984,-3.467245685,4.826641298
4.31056075,-1.919514306,-5.551614343,-3.923767632,7.064057574
4.32051675,-2.580026312,-7.816276048,-2.937115479,8.739413846
4.33047375,-2.20114691,-8.615875772,-0.408854275,8.901995555
4.34042975,-1.046089173,-9.576809531,2.022062482,9.843694431
4.35038575,-0.697651692,-11.42338596,1.268717743,11.51477787
