Time_s,Acceleration_x_ms2,Velocity_x_ms
0.019454333349131048,-0.03583104316145182,0.0
0.029411333380267024,-0.05530925139784813,-0.00035676969787421024
0.039367333345580846,-0.018675714433193207,-0.0009074286028727197
0.04932333336910233,-0.04208434794098139,-0.0010933640162088718
0.05927933333441615,-0.017306296527385714,-0.0015123557828495373
0.06923533335793763,0.017445423714816572,-0.0016846572714832593
0.07919133338145912,0.00046872742474079137,-0.0015109706325682033
0.08914733334677294,0.012361415885388851,-0.0015063039823437422
0.09910433337790892,0.02513809371739626,-0.0013832213639880407
0.10906033334322274,0.0009809069707989693,-0.001132946503809588
0.11901633336674422,-0.009239514358341694,-0.001123180593985241
0.12897233333205804,-0.015531995482742787,-0.0012151691986164075
0.13892833335557953,-0.023756542839109898,-0.0013698057460079303
0.148884333379101,-0.04485837668180466,-0.0016063258870728976
0.15884133335202932,-0.060541084147989754,-0.0020529807424792346
0.1687973333755508,-0.06609926462173463,-0.0026557277776806366
0.17875333334086463,-0.029246749430894853,-0.003313812053961896
0.1887093333643861,0.008240554109215736,-0.003604992691983812
0.19866533332969993,0.03811518486589194,-0.003522949735558293
0.20862133335322142,0.07898608937859536,-0.0031434749541369472
0.2185773333767429,0.1154186648502946,-0.002357089446425782
0.22853433334967121,0.1380988083779812,-0.0012078658036359761
0.2384903333731927,0.11406485170125961,0.00016704593582349335
0.24844633333850652,0.081856450997293,0.0013026755954047603
0.258402333362028,0.05061558175832034,0.0021176384234591946
0.2683583333273418,0.02224839974194765,0.0026215671536893707
0.2783143333508633,0.016134587600827217,0.0028430722220435167
0.2882713333819993,0.017192750908434393,0.0030037243112873194
0.2982273333473131,-0.028803347758948803,0.0031748953387353415
0.3081833333708346,-0.03943241637200117,0.00288812920776975
0.3181393333361484,-0.05073117390275002,0.002495540071737866
0.3280953333596699,-0.05320169560611248,0.0019904605031688147
0.3380513333249837,-0.023427271507680418,0.0014607844235597221
0.3480073333485052,-0.01574406668543816,0.0012275425078782118
0.3579643333796412,-0.047771971151232724,0.0010707788354010971
0.367920333344955,-0.07864267509430647,0.0005951610922764512
0.3778763333684765,-0.13233802188187838,-0.00018780538281225638
0.3878323333337903,-0.125434214361012,-0.0015053627240779373
0.3977883333573118,-0.11111160580068827,-0.0027541857652065714
0.40774433338083327,-0.09097872868180275,-0.0038604129151717337
0.4177013333537616,-0.06442451242357493,-0.004766288114193496
0.42765733337728307,-0.08251276440918447,-0.005407698561397969
0.4376133333425969,-0.08964483261108398,-0.006229195640993757
0.44756933336611837,-0.07750670727342368,-0.007121699596578289
0.4575253333314322,-0.06243148896843195,-0.007893356371504083
0.4674813333549537,-0.04499257028102875,-0.008514924277142273
0.477438333327882,-0.032755773179233075,-0.008962915298212451
0.4873943333514035,-0.038110360912978654,-0.009289031776755361
0.49735033337492496,-0.021538109220564365,-0.009668458530901388
0.5073063333402388,-0.026962132640182972,-0.009882891945554253
0.5172623333637603,-0.007621480152010918,-0.010151326938754104
0.5272183333290741,0.00025037046521902083,-0.010227206394883165
0.5371743333525956,-0.008451309688389301,-0.010224713706525555
0.5471313333255239,-0.025369278006255627,-0.010308863396864055
0.5570873333490454,-0.05928619857877493,-0.01056143992929106
0.5670433333725668,-0.09516168057918549,-0.011151693323735843
0.5769993333378807,-0.10890808258205653,-0.012099123012281419
0.5869553333614022,-0.09845486897975207,-0.013183411885030053
0.596911333326716,-0.08902857262641192,-0.014163628557177442
0.6068673333502375,-0.08238047115504742,-0.015049997028340083
0.6168243333813734,-0.09100376207381487,-0.015870259382195887
0.6267803333466873,-0.12419478736817838,-0.016776292834246215
0.6367363333702087,-0.1774782343581319,-0.018012776140205043
0.6466923333355226,-0.21543960090726616,-0.01977974943531856
0.656648333359044,-0.2344300051778555,-0.021924666107018764
0.6666043333825655,-0.2597302494943142,-0.024258651244083634
0.6765613333554938,-0.2615158064290881,-0.026844785331267187
0.6865173333790153,-0.2657378615811467,-0.029448436706226426
0.6964733333443291,-0.2669739995151758,-0.03209412284691089
0.7064293333678506,-0.23433436665683985,-0.03475211599236361
0.7163853333331645,-0.20078753829002383,-0.037085148938670945
0.7263413333566859,-0.15404518872499467,-0.03908418967460924
0.7362973333802074,-0.09913256127387286,-0.04061786357717866
0.7462543333531357,-0.0501001862436533,-0.04160492648709893
0.7562103333766572,-0.012400190234184266,-0.042103723942519176
